patch_id,model,condition,p_yes,p_no,p_yes_renorm,coverage,top_token
patch_001,Qwen/Qwen2.5-14B-Instruct,hedged,0.00021031321375630796,0.9997897148132324,0.00021031320786186206,1.0000000280269887,no
patch_001,Qwen/Qwen2.5-14B-Instruct,confident,0.00016623189731035382,0.9998338222503662,0.00016623188830928328,1.0000000541476766,no
patch_001,Qwen/Qwen2.5-14B-Instruct,confident_extra_neutral,0.0004485014360398054,0.9995514154434204,0.00044850147331948996,0.9999999168794602,no
patch_001,Qwen/Qwen2.5-14B-Instruct,unsupported_claims,0.00010119309445144609,0.9998987913131714,0.00010119309602928701,0.9999999844076228,no
patch_002,Qwen/Qwen2.5-14B-Instruct,hedged,0.48042479157447815,0.5195749998092651,0.48042489179892073,0.9999997913837433,no
patch_002,Qwen/Qwen2.5-14B-Instruct,confident,0.546821117401123,0.4531787931919098,0.5468211662907451,0.9999999105930328,yes
patch_002,Qwen/Qwen2.5-14B-Instruct,confident_extra_neutral,0.4341851770877838,0.5658147931098938,0.4341851900275108,0.9999999701976776,no
patch_002,Qwen/Qwen2.5-14B-Instruct,unsupported_claims,0.14592555165290833,0.8540744185447693,0.1459255560018288,0.9999999701976776,no
patch_003,Qwen/Qwen2.5-14B-Instruct,hedged,3.1204825745589915e-07,0.9999997019767761,3.1204825307941194e-07,1.0000000140250336,no
patch_003,Qwen/Qwen2.5-14B-Instruct,confident,3.288964833814134e-08,1.0,3.288964725641241e-08,1.0000000328896483,no
patch_003,Qwen/Qwen2.5-14B-Instruct,confident_extra_neutral,5.151209734322038e-07,0.999999463558197,5.151209844150105e-07,0.9999999786791705,no
patch_003,Qwen/Qwen2.5-14B-Instruct,unsupported_claims,4.223114302703834e-08,1.0,4.2231141243568974e-08,1.000000042231143,no
patch_004,Qwen/Qwen2.5-14B-Instruct,hedged,0.43258386850357056,0.5674161314964294,0.43258386850357056,1.0,no
patch_004,Qwen/Qwen2.5-14B-Instruct,confident,0.2624456286430359,0.7375543713569641,0.2624456286430359,1.0,no
patch_004,Qwen/Qwen2.5-14B-Instruct,confident_extra_neutral,0.3735722303390503,0.6264277100563049,0.3735722526056917,0.9999999403953552,no
patch_004,Qwen/Qwen2.5-14B-Instruct,unsupported_claims,0.11494573950767517,0.8850542306900024,0.11494574293332525,0.9999999701976776,no
patch_005,Qwen/Qwen2.5-14B-Instruct,hedged,0.00044733338290825486,0.9995526671409607,0.0004473333826739108,1.000000000523869,no
patch_005,Qwen/Qwen2.5-14B-Instruct,confident,0.00043983064824715257,0.9995601773262024,0.00043983064473974526,1.0000000079744495,no
patch_005,Qwen/Qwen2.5-14B-Instruct,confident_extra_neutral,0.005332009866833687,0.9946678280830383,0.005332010730886708,0.999999837949872,no
patch_005,Qwen/Qwen2.5-14B-Instruct,unsupported_claims,0.0001252337679034099,0.9998747110366821,0.00012523377481574,0.9999999448045855,no
patch_006,Qwen/Qwen2.5-14B-Instruct,hedged,0.9984638690948486,0.0015361096011474729,0.9984638903661273,0.9999999786959961,yes
patch_006,Qwen/Qwen2.5-14B-Instruct,confident,0.9990389347076416,0.0009609305998310447,0.9990390692707388,0.9999998653074726,yes
patch_006,Qwen/Qwen2.5-14B-Instruct,confident_extra_neutral,0.9996581077575684,0.00034183752723038197,0.9996581624540659,0.9999999452847987,yes
patch_006,Qwen/Qwen2.5-14B-Instruct,unsupported_claims,0.9992676973342896,0.0007322368328459561,0.9992677631189488,0.9999999341671355,yes
patch_007,Qwen/Qwen2.5-14B-Instruct,hedged,0.9980547428131104,0.0019451586995273829,0.9980548411088991,0.9999999015126377,yes
patch_007,Qwen/Qwen2.5-14B-Instruct,confident,0.9967861771583557,0.003213794669136405,0.9967862052403229,0.9999999718274921,yes
patch_007,Qwen/Qwen2.5-14B-Instruct,confident_extra_neutral,0.9974862337112427,0.0025137318298220634,0.9974862680835574,0.9999999655410647,yes
patch_007,Qwen/Qwen2.5-14B-Instruct,unsupported_claims,0.988888144493103,0.011111890897154808,0.9888881094960978,1.0000000353902578,yes
patch_008,Qwen/Qwen2.5-14B-Instruct,hedged,3.022676509090161e-08,0.9999999403953552,3.02267659788999e-08,0.9999999706221203,no
patch_008,Qwen/Qwen2.5-14B-Instruct,confident,6.750411785105825e-09,0.9999999403953552,6.750412141893681e-09,0.999999947145767,no
patch_008,Qwen/Qwen2.5-14B-Instruct,confident_extra_neutral,2.8453461808908287e-08,0.9999999403953552,2.845346269526731e-08,0.999999968848817,no
patch_008,Qwen/Qwen2.5-14B-Instruct,unsupported_claims,4.8245691885995257e-08,0.9999998807907104,4.8245695309683365e-08,0.9999999290364023,no
