patch_id,model,condition,p_yes,p_no,p_yes_renorm,coverage,top_token
patch_001,Qwen/Qwen2.5-32B-Instruct,hedged,0.9975243806838989,0.0024754651822149754,0.9975245344362319,0.9999998458661139,yes
patch_001,Qwen/Qwen2.5-32B-Instruct,confident,0.9959298968315125,0.004070122726261616,0.9959298773533409,1.000000019557774,yes
patch_001,Qwen/Qwen2.5-32B-Instruct,confident_extra_neutral,0.9526306390762329,0.047369375824928284,0.9526306248809304,1.0000000149011612,yes
patch_001,Qwen/Qwen2.5-32B-Instruct,unsupported_claims,0.9820297956466675,0.017970267683267593,0.9820297334547882,1.000000063329935,yes
patch_002,Qwen/Qwen2.5-32B-Instruct,hedged,0.9994418621063232,0.000558071187697351,0.999441928775076,0.9999999332940206,yes
patch_002,Qwen/Qwen2.5-32B-Instruct,confident,0.9968226552009583,0.003177369711920619,0.9968226303672368,1.0000000249128789,yes
patch_002,Qwen/Qwen2.5-32B-Instruct,confident_extra_neutral,0.9980588555335999,0.0019411098910495639,0.9980588900418359,0.9999999654246494,yes
patch_002,Qwen/Qwen2.5-32B-Instruct,unsupported_claims,0.994766116142273,0.005233834497630596,0.9947661652440268,0.9999999506399035,yes
patch_003,Qwen/Qwen2.5-32B-Instruct,hedged,5.131171292305226e-07,0.999999463558197,5.131171411988124e-07,0.9999999766753263,no
patch_003,Qwen/Qwen2.5-32B-Instruct,confident,2.310009904249455e-06,0.9999977350234985,2.310009800221853e-06,1.0000000450334028,no
patch_003,Qwen/Qwen2.5-32B-Instruct,confident_extra_neutral,8.424030966125429e-07,0.9999991655349731,8.424030899254884e-07,1.0000000079380698,no
patch_003,Qwen/Qwen2.5-32B-Instruct,unsupported_claims,2.5551759819109066e-08,0.9999998807907104,2.5551762212223995e-08,0.9999999063424703,no
patch_004,Qwen/Qwen2.5-32B-Instruct,hedged,0.22427642345428467,0.7757235169410706,0.22427643682220202,0.9999999403953552,no
patch_004,Qwen/Qwen2.5-32B-Instruct,confident,0.18464285135269165,0.8153570294380188,0.18464287336383742,0.9999998807907104,no
patch_004,Qwen/Qwen2.5-32B-Instruct,confident_extra_neutral,0.6798573136329651,0.32014259696006775,0.679857374416951,0.9999999105930328,yes
patch_004,Qwen/Qwen2.5-32B-Instruct,unsupported_claims,0.32290270924568176,0.6770973205566406,0.3229026996224314,1.0000000298023224,no
patch_005,Qwen/Qwen2.5-32B-Instruct,hedged,0.5623632669448853,0.4376368522644043,0.5623631999059677,1.0000001192092896,yes
patch_005,Qwen/Qwen2.5-32B-Instruct,confident,0.26927101612091064,0.7307290434837341,0.2692710000711083,1.0000000596046448,no
patch_005,Qwen/Qwen2.5-32B-Instruct,confident_extra_neutral,0.060214780271053314,0.9397852420806885,0.06021477892514812,1.0000000223517418,no
patch_005,Qwen/Qwen2.5-32B-Instruct,unsupported_claims,0.01802985370159149,0.9819701910018921,0.018029852895594257,1.0000000447034836,no
patch_006,Qwen/Qwen2.5-32B-Instruct,hedged,0.9999249577522278,7.505271787522361e-05,0.9999249472829106,1.000000010470103,yes
patch_006,Qwen/Qwen2.5-32B-Instruct,confident,0.9998760223388672,0.000123955134768039,0.9998760448624398,0.9999999774736352,yes
patch_006,Qwen/Qwen2.5-32B-Instruct,confident_extra_neutral,0.9997960925102234,0.00020386445976328105,0.9997961355314644,0.9999999569699867,yes
patch_006,Qwen/Qwen2.5-32B-Instruct,unsupported_claims,0.9994463920593262,0.0005534685333259404,0.9994465313895164,0.9999998605926521,yes
patch_007,Qwen/Qwen2.5-32B-Instruct,hedged,0.9999719262123108,2.8035852665198036e-05,0.9999719641462712,0.999999962064976,yes
patch_007,Qwen/Qwen2.5-32B-Instruct,confident,0.999902606010437,9.735085041029379e-05,0.9999026491453901,0.9999999568608473,yes
patch_007,Qwen/Qwen2.5-32B-Instruct,confident_extra_neutral,0.9999867081642151,1.3284865417517722e-05,0.9999867151344899,0.9999999930296326,yes
patch_007,Qwen/Qwen2.5-32B-Instruct,unsupported_claims,0.9999826550483704,1.7232774553122e-05,0.9999827672235138,0.9999998878229235,yes
