patch_id,model,condition,p_yes,p_no,p_yes_renorm,coverage,top_token
patch_001,meta-llama/Meta-Llama-3.1-8B-Instruct,hedged,0.3536311686038971,0.645993173122406,0.3537640630011001,0.9996243417263031,no
patch_001,meta-llama/Meta-Llama-3.1-8B-Instruct,confident,0.35303831100463867,0.6466579437255859,0.35314557730328666,0.9996962547302246,no
patch_001,meta-llama/Meta-Llama-3.1-8B-Instruct,confident_extra_neutral,0.2999396324157715,0.6996119618415833,0.3000741874046233,0.9995515942573547,no
patch_001,meta-llama/Meta-Llama-3.1-8B-Instruct,unsupported_claims,0.25000444054603577,0.7495707273483276,0.2501106955994895,0.9995751678943634,no
patch_002,meta-llama/Meta-Llama-3.1-8B-Instruct,hedged,0.5339917540550232,0.4657435417175293,0.5341331413555598,0.9997352957725525,yes
patch_002,meta-llama/Meta-Llama-3.1-8B-Instruct,confident,0.5039872527122498,0.4956376552581787,0.5041763652483527,0.9996249079704285,no
patch_002,meta-llama/Meta-Llama-3.1-8B-Instruct,confident_extra_neutral,0.4423741102218628,0.5574162602424622,0.44246686434518706,0.999790370464325,no
patch_002,meta-llama/Meta-Llama-3.1-8B-Instruct,unsupported_claims,0.41206470131874084,0.5877374410629272,0.41214624759369417,0.9998021423816681,no
patch_003,meta-llama/Meta-Llama-3.1-8B-Instruct,hedged,0.2727828323841095,0.726891279220581,0.2728717581234896,0.9996741116046906,no
patch_003,meta-llama/Meta-Llama-3.1-8B-Instruct,confident,0.29771703481674194,0.7017928957939148,0.2978630083593566,0.9995099306106567,no
patch_003,meta-llama/Meta-Llama-3.1-8B-Instruct,confident_extra_neutral,0.22693365812301636,0.7726297974586487,0.22703276801067054,0.999563455581665,no
patch_003,meta-llama/Meta-Llama-3.1-8B-Instruct,unsupported_claims,0.16705647110939026,0.8326550722122192,0.16710467356847136,0.9997115433216095,no
patch_004,meta-llama/Meta-Llama-3.1-8B-Instruct,hedged,0.4430004358291626,0.5568082332611084,0.44308521172580956,0.999808669090271,no
