patch_id,model,condition,p_yes,p_no,p_yes_renorm,coverage,top_token
patch_001,google/gemma-2-9b-it,hedged,0.8955232501029968,0.10428906232118607,0.8956913602430812,0.9998123124241829,yes
patch_001,google/gemma-2-9b-it,confident,0.9740468263626099,0.025841418653726578,0.9741556931161798,0.9998882450163364,yes
patch_001,google/gemma-2-9b-it,confident_extra_neutral,0.9887505769729614,0.011129645630717278,0.9888690211296152,0.9998802226036787,yes
patch_001,google/gemma-2-9b-it,unsupported_claims,0.9873799085617065,0.012503589503467083,0.9874949536344363,0.9998834980651736,yes
patch_002,google/gemma-2-9b-it,hedged,0.985209584236145,0.014507744461297989,0.9854881534561369,0.999717328697443,yes
patch_002,google/gemma-2-9b-it,confident,0.985153079032898,0.01456608809530735,0.9854298201192342,0.9997191671282053,yes
patch_002,google/gemma-2-9b-it,confident_extra_neutral,0.9692222476005554,0.0303307194262743,0.9696557156780865,0.9995529670268297,yes
patch_002,google/gemma-2-9b-it,unsupported_claims,0.9443937540054321,0.05490546301007271,0.9450560331928882,0.9992992170155048,yes
patch_003,google/gemma-2-9b-it,hedged,0.02718498185276985,0.9719105958938599,0.02720959081220551,0.9990955777466297,no
patch_003,google/gemma-2-9b-it,confident,0.025980910286307335,0.9732349514961243,0.026001298898480053,0.9992158617824316,no
patch_003,google/gemma-2-9b-it,confident_extra_neutral,0.02860952541232109,0.9702563285827637,0.028642009633119237,0.9988658539950848,no
patch_003,google/gemma-2-9b-it,unsupported_claims,0.012110859155654907,0.9870756268501282,0.01212071953061304,0.9991864860057831,no
patch_004,google/gemma-2-9b-it,hedged,0.9910545349121094,0.00882154330611229,0.9911773633770374,0.9998760782182217,yes
patch_004,google/gemma-2-9b-it,confident,0.9886695146560669,0.011196727864444256,0.9888017742891099,0.9998662425205112,yes
patch_004,google/gemma-2-9b-it,confident_extra_neutral,0.9898865222930908,0.009984174743294716,0.9900145341063722,0.9998706970363855,yes
patch_004,google/gemma-2-9b-it,unsupported_claims,0.9885489344596863,0.011298410594463348,0.9886998643839461,0.9998473450541496,yes
patch_005,google/gemma-2-9b-it,hedged,0.4934960901737213,0.505374550819397,0.4940540545701365,0.9988706409931183,no
patch_005,google/gemma-2-9b-it,confident,0.7149848341941833,0.28399109840393066,0.7157177774390089,0.998975932598114,yes
patch_005,google/gemma-2-9b-it,confident_extra_neutral,0.3755369782447815,0.6234173774719238,0.3759300673706462,0.9989543557167053,no
