patch_id,model,condition,p_yes,p_no,p_yes_renorm,coverage,top_token
patch_002,google/gemma-2-9b-it,hedged,0.9869533777236938,0.012821235693991184,0.9871758739200605,0.999774613417685,yes
patch_002,google/gemma-2-9b-it,confident,0.986963152885437,0.012826423160731792,0.9871708772845422,0.9997895760461688,yes
patch_002,google/gemma-2-9b-it,confident_extra_neutral,0.9729856252670288,0.026668814942240715,0.973321966201983,0.9996544402092695,yes
patch_002,google/gemma-2-9b-it,unsupported_claims,0.9612360596656799,0.038282085210084915,0.9616994594782037,0.9995181448757648,yes
patch_003,google/gemma-2-9b-it,hedged,0.008985458873212337,0.9904394745826721,0.008990629083208643,0.9994249334558845,no
patch_003,google/gemma-2-9b-it,confident,0.008839006535708904,0.9905794858932495,0.008844149475588382,0.9994184924289584,no
patch_003,google/gemma-2-9b-it,confident_extra_neutral,0.007969939149916172,0.9914554953575134,0.007974521034522385,0.9994254345074296,no
patch_003,google/gemma-2-9b-it,unsupported_claims,0.002479696413502097,0.9972103834152222,0.0024804651596892313,0.9996900798287243,no
patch_004,google/gemma-2-9b-it,hedged,0.01132319588214159,0.988305926322937,0.011327396962149112,0.9996291222050786,no
patch_004,google/gemma-2-9b-it,confident,0.00977161806076765,0.989874005317688,0.009775082121345131,0.9996456233784556,no
patch_004,google/gemma-2-9b-it,confident_extra_neutral,0.008293639868497849,0.9913011193275452,0.008297002152320487,0.999594759196043,no
patch_004,google/gemma-2-9b-it,unsupported_claims,0.0047143311239778996,0.9948983788490295,0.0047161576447994555,0.9996127099730074,no
patch_005,google/gemma-2-9b-it,hedged,0.14179293811321259,0.8571586012840271,0.141941758454839,0.9989515393972397,no
patch_005,google/gemma-2-9b-it,confident,0.2087002694606781,0.7901643514633179,0.20893749271810297,0.998864620923996,no
patch_005,google/gemma-2-9b-it,confident_extra_neutral,0.13121336698532104,0.8676912784576416,0.1313572497474318,0.9989046454429626,no
patch_005,google/gemma-2-9b-it,unsupported_claims,0.030588621273636818,0.9684685468673706,0.03061748841715885,0.9990571681410074,no
patch_006,google/gemma-2-9b-it,hedged,0.9658514261245728,0.033841367810964584,0.9661482327208345,0.9996927939355373,yes
patch_006,google/gemma-2-9b-it,confident,0.9693928360939026,0.030312063172459602,0.9696789890749717,0.9997048992663622,yes
patch_006,google/gemma-2-9b-it,confident_extra_neutral,0.9657781720161438,0.03389740735292435,0.9660915920599779,0.9996755793690681,yes
patch_006,google/gemma-2-9b-it,unsupported_claims,0.8932200074195862,0.10614560544490814,0.8937870144034057,0.9993656128644943,yes
patch_007,google/gemma-2-9b-it,hedged,0.9610454440116882,0.03847146034240723,0.9615099452797468,0.9995169043540955,yes
patch_007,google/gemma-2-9b-it,confident,0.980995774269104,0.018688052892684937,0.9813060365838444,0.9996838271617889,yes
patch_007,google/gemma-2-9b-it,confident_extra_neutral,0.9730982184410095,0.026497891172766685,0.9734914022594536,0.9995961096137762,yes
patch_007,google/gemma-2-9b-it,unsupported_claims,0.9563220143318176,0.04302212595939636,0.9569496390434035,0.999344140291214,yes
patch_008,google/gemma-2-9b-it,hedged,0.6848759055137634,0.3137201964855194,0.6858387531681506,0.9985961019992828,yes
patch_008,google/gemma-2-9b-it,confident,0.5419437885284424,0.4566088616847992,0.542729307676175,0.9985526502132416,yes
patch_008,google/gemma-2-9b-it,confident_extra_neutral,0.4770924746990204,0.5213767290115356,0.47782392579162974,0.998469203710556,no
patch_008,google/gemma-2-9b-it,unsupported_claims,0.21458151936531067,0.7838178277015686,0.21492554056221413,0.9983993470668793,no
patch_009,google/gemma-2-9b-it,hedged,0.010309997014701366,0.9894992709159851,0.010311963836902666,0.9998092679306865,no
patch_009,google/gemma-2-9b-it,confident,0.010600698180496693,0.98914635181427,0.010603380305600485,0.9997470499947667,no
patch_009,google/gemma-2-9b-it,confident_extra_neutral,0.009230120107531548,0.9904508590698242,0.009233065647730014,0.9996809791773558,no
patch_009,google/gemma-2-9b-it,unsupported_claims,0.007687181234359741,0.9919708967208862,0.007689810550106805,0.999658077955246,no
patch_010,google/gemma-2-9b-it,hedged,0.5118304491043091,0.4870564043521881,0.5124008263130074,0.9988868534564972,no
patch_010,google/gemma-2-9b-it,confident,0.510821521282196,0.48800981044769287,0.5114192006747502,0.9988313317298889,no
patch_010,google/gemma-2-9b-it,confident_extra_neutral,0.3609219193458557,0.6377133727073669,0.3614151454669602,0.9986352920532227,no
patch_010,google/gemma-2-9b-it,unsupported_claims,0.07616855949163437,0.9224016666412354,0.07627761923826816,0.9985702261328697,no
patch_011,google/gemma-2-9b-it,hedged,0.6578004956245422,0.34151238203048706,0.6582527958291959,0.9993128776550293,yes
patch_011,google/gemma-2-9b-it,confident,0.7789726853370667,0.22048459947109222,0.7793956752104586,0.9994572848081589,yes
patch_011,google/gemma-2-9b-it,confident_extra_neutral,0.7359211444854736,0.26344799995422363,0.7363856974972672,0.9993691444396973,yes
patch_011,google/gemma-2-9b-it,unsupported_claims,0.53908771276474,0.4601345360279083,0.5395073152305356,0.9992222487926483,yes
patch_012,google/gemma-2-9b-it,hedged,0.0206048134714365,0.978766143321991,0.02061778294773436,0.9993709567934275,no
patch_012,google/gemma-2-9b-it,confident,0.025573816150426865,0.9737540483474731,0.02559101678134044,0.9993278644979,no
patch_012,google/gemma-2-9b-it,confident_extra_neutral,0.026488447561860085,0.9727546572685242,0.026508511726339452,0.9992431048303843,no
patch_012,google/gemma-2-9b-it,unsupported_claims,0.013969069346785545,0.9853504300117493,0.013978581780654054,0.9993194993585348,no
patch_013,google/gemma-2-9b-it,hedged,0.08548099547624588,0.9131025075912476,0.08560225080192246,0.9985835030674934,no
patch_013,google/gemma-2-9b-it,confident,0.33296099305152893,0.6654700040817261,0.33348423076561445,0.998430997133255,no
patch_013,google/gemma-2-9b-it,confident_extra_neutral,0.08550158143043518,0.9130620360374451,0.08562457106863842,0.9985636174678802,no
patch_013,google/gemma-2-9b-it,unsupported_claims,0.03183364123106003,0.9667360186576843,0.03187923938586996,0.9985696598887444,no
patch_014,google/gemma-2-9b-it,hedged,0.976472020149231,0.023346146568655968,0.9766496075528467,0.9998181667178869,yes
patch_014,google/gemma-2-9b-it,confident,0.9735062122344971,0.026306500658392906,0.9736885715502888,0.99981271289289,yes
patch_014,google/gemma-2-9b-it,confident_extra_neutral,0.9573577046394348,0.04236181080341339,0.9576263040292373,0.9997195154428482,yes
patch_014,google/gemma-2-9b-it,unsupported_claims,0.9392335414886475,0.06035982072353363,0.9396156247076787,0.9995933622121811,yes
patch_015,google/gemma-2-9b-it,hedged,0.3868362605571747,0.6117096543312073,0.3873995725078055,0.998545914888382,no
patch_015,google/gemma-2-9b-it,confident,0.3571188151836395,0.6415584087371826,0.3575918291012842,0.9986772239208221,no
patch_015,google/gemma-2-9b-it,confident_extra_neutral,0.08106137812137604,0.9179433584213257,0.08114213592410843,0.9990047365427017,no
patch_015,google/gemma-2-9b-it,unsupported_claims,0.03992990404367447,0.9591278433799744,0.03996756358343144,0.9990577474236488,no
patch_016,google/gemma-2-9b-it,hedged,0.9885962605476379,0.011256600730121136,0.9887417427442916,0.9998528612777591,yes
patch_016,google/gemma-2-9b-it,confident,0.9885444641113281,0.011286452412605286,0.9887116389120628,0.9998309165239334,yes
patch_016,google/gemma-2-9b-it,confident_extra_neutral,0.9868887662887573,0.012885155156254768,0.987111931127758,0.9997739214450121,yes
patch_016,google/gemma-2-9b-it,unsupported_claims,0.969274640083313,0.030307188630104065,0.9696801324718827,0.999581828713417,yes
patch_017,google/gemma-2-9b-it,hedged,0.019842730835080147,0.9796399474143982,0.019853001224426677,0.9994826782494783,no
patch_017,google/gemma-2-9b-it,confident,0.028959088027477264,0.970475971698761,0.028975457430330327,0.9994350597262383,no
patch_017,google/gemma-2-9b-it,confident_extra_neutral,0.032244641333818436,0.9671676754951477,0.032263602109815305,0.9994123168289661,no
patch_017,google/gemma-2-9b-it,unsupported_claims,0.013687970116734505,0.9857876300811768,0.013695151851655088,0.9994756001979113,no
patch_018,google/gemma-2-9b-it,hedged,0.7150329351425171,0.2841775119304657,0.7155979375887077,0.9992104470729828,yes
patch_018,google/gemma-2-9b-it,confident,0.7614546418190002,0.23781973123550415,0.7620075750481269,0.9992743730545044,yes
patch_018,google/gemma-2-9b-it,confident_extra_neutral,0.48389101028442383,0.5150918364524841,0.4843837027482628,0.998982846736908,no
patch_018,google/gemma-2-9b-it,unsupported_claims,0.0971028208732605,0.9016439318656921,0.09722466742141263,0.9987467527389526,no
patch_019,google/gemma-2-9b-it,hedged,0.055343884974718094,0.9438275694847107,0.05538977792821374,0.9991714544594288,no
patch_019,google/gemma-2-9b-it,confident,0.021591536700725555,0.9777340888977051,0.02160610730641056,0.9993256255984306,no
patch_019,google/gemma-2-9b-it,confident_extra_neutral,0.033662136644124985,0.9655172228813171,0.03368978384432675,0.9991793595254421,no
patch_019,google/gemma-2-9b-it,unsupported_claims,0.014375011436641216,0.984839916229248,0.014386305727257746,0.9992149276658893,no
patch_020,google/gemma-2-9b-it,hedged,0.6355761289596558,0.36364877223968506,0.6360691453913849,0.9992249011993408,yes
patch_020,google/gemma-2-9b-it,confident,0.6925955414772034,0.3066796660423279,0.693097893618727,0.9992752075195312,yes
patch_020,google/gemma-2-9b-it,confident_extra_neutral,0.3117474317550659,0.6873387098312378,0.3120325853585432,0.9990861415863037,no
patch_020,google/gemma-2-9b-it,unsupported_claims,0.1991414725780487,0.7999791502952576,0.1993167471664739,0.9991206228733063,no
